,Jurisdiction of Occurrence,Week Ending Date,All Cause,Natural Cause,Septicemia,Malignant neoplasms,Diabetes mellitus,Alzheimer disease,Influenza and pneumonia,Chronic lower respiratory diseases,Other diseases of respiratory system,"Nephritis, nephrotic syndrome and nephrosis","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",Diseases of heart,Cerebrovascular diseases,COVID-19 (Multiple Cause of Death),COVID-19 (Underlying Cause of Death),Population
686,Kentucky,2023-05-27,19.91,17.72,0.38,4.04,0.55,0.4,0.35,1.37,0.31,0.57,0.27,4.2,0.82,0.4,0.0,4526154
687,Kentucky,2023-06-03,21.83,19.8,0.51,4.73,0.44,0.64,0.27,1.41,0.53,0.55,0.0,4.37,1.17,0.55,0.27,4526154
688,Kentucky,2023-06-10,21.12,18.8,0.44,4.6,0.4,0.62,0.22,1.41,0.4,0.55,0.22,4.68,0.86,0.49,0.0,4526154
689,Kentucky,2023-06-17,21.63,19.33,0.38,4.6,0.6,0.51,0.27,1.37,0.38,0.73,0.0,4.68,0.99,0.33,0.0,4526154
690,Kentucky,2023-06-24,20.61,18.65,0.46,4.62,0.6,0.68,0.33,1.08,0.29,0.51,0.24,4.53,0.91,0.24,0.0,4526154
691,Kentucky,2023-07-01,20.92,18.65,0.38,4.71,0.66,0.49,0.33,0.99,0.49,0.49,0.31,4.51,0.71,0.0,0.0,4526154
692,Kentucky,2023-07-08,21.25,18.96,0.6,4.68,0.75,0.38,0.0,1.46,0.46,0.42,0.24,4.24,0.91,0.24,0.0,4526154
693,Kentucky,2023-07-15,19.69,17.48,0.44,4.53,0.62,0.42,0.0,1.3,0.4,0.42,0.27,3.89,0.75,0.0,0.0,4526154
694,Kentucky,2023-07-22,19.88,17.83,0.4,4.42,0.62,0.62,0.27,1.13,0.44,0.53,0.22,3.91,0.66,0.27,0.0,4526154
695,Kentucky,2023-07-29,21.21,19.02,0.31,4.53,0.46,0.71,0.27,1.35,0.35,0.68,0.38,4.33,0.84,0.29,0.0,4526154
696,Kentucky,2023-08-05,20.55,18.56,0.38,4.2,0.62,0.71,0.31,1.08,0.44,0.49,0.0,4.46,0.71,0.29,0.0,4526154
697,Kentucky,2023-08-12,19.07,17.48,0.38,4.13,0.57,0.6,0.24,1.28,0.35,0.55,0.22,3.67,0.82,0.31,0.0,4526154
698,Kentucky,2023-08-19,18.85,17.28,0.42,4.64,0.49,0.55,0.0,1.13,0.33,0.33,0.29,3.95,0.84,0.38,0.0,4526154
699,Kentucky,2023-08-26,17.21,16.0,0.33,3.82,0.4,0.53,0.0,1.08,0.33,0.49,0.35,3.51,0.55,0.38,0.0,4526154
700,Kentucky,2023-09-02,15.91,15.51,0.6,3.6,0.42,0.64,0.0,0.95,0.4,0.0,0.0,3.69,0.8,0.27,0.0,4526154
701,Kentucky,2023-09-09,13.72,13.52,0.31,3.47,0.44,0.44,0.0,0.99,0.0,0.38,0.0,2.83,0.77,0.44,0.27,4526154
702,Kentucky,2023-09-16,9.92,9.92,0.22,2.63,0.35,0.38,0.24,0.64,0.0,0.22,0.0,1.83,0.42,0.49,0.31,4526154
703,Louisiana,2023-01-07,22.65,20.18,0.66,3.61,0.92,0.74,0.28,1.09,0.55,0.48,0.46,5.27,1.31,0.79,0.57,4573749
704,Louisiana,2023-01-14,23.0,20.51,0.5,3.98,0.74,1.01,0.39,1.22,0.52,0.52,0.24,5.42,0.85,1.16,0.77,4573749
705,Louisiana,2023-01-21,22.41,20.22,0.42,4.0,0.87,0.66,0.42,1.18,0.42,0.44,0.26,5.12,0.85,0.77,0.46,4573749
706,Louisiana,2023-01-28,21.93,20.18,0.68,3.72,0.66,0.9,0.22,0.94,0.61,0.55,0.33,5.58,1.55,0.81,0.52,4573749
707,Louisiana,2023-02-04,22.87,20.38,0.5,3.96,0.72,0.92,0.0,1.16,0.5,0.42,0.37,5.36,1.36,0.68,0.42,4573749
708,Louisiana,2023-02-11,22.37,19.7,0.35,3.91,0.63,0.94,0.39,0.9,0.52,0.42,0.44,5.27,0.87,0.77,0.55,4573749
709,Louisiana,2023-02-18,21.03,19.02,0.39,3.78,0.63,0.81,0.24,0.96,0.44,0.44,0.33,5.55,1.18,0.68,0.35,4573749
710,Louisiana,2023-02-25,23.04,20.38,0.37,4.64,0.57,0.7,0.28,0.94,0.52,0.48,0.31,5.71,1.07,0.52,0.39,4573749
711,Louisiana,2023-03-04,21.12,18.32,0.46,3.45,0.85,0.72,0.28,1.18,0.48,0.46,0.0,4.92,1.18,0.63,0.44,4573749
712,Louisiana,2023-03-11,20.86,18.34,0.5,3.72,0.72,0.87,0.28,0.87,0.28,0.46,0.31,5.68,0.83,0.5,0.35,4573749
713,Louisiana,2023-03-18,20.57,18.3,0.37,4.02,0.61,0.63,0.0,0.92,0.61,0.5,0.22,5.05,0.96,0.42,0.26,4573749
714,Louisiana,2023-03-25,21.27,18.96,0.35,4.37,0.7,0.9,0.0,0.7,0.44,0.39,0.28,5.05,0.9,0.48,0.31,4573749
715,Louisiana,2023-04-01,21.36,18.74,0.46,3.94,0.85,0.81,0.0,1.05,0.42,0.37,0.26,5.05,1.18,0.31,0.0,4573749
716,Louisiana,2023-04-08,19.72,17.32,0.42,3.72,0.63,0.7,0.22,1.03,0.48,0.52,0.35,4.79,0.85,0.37,0.0,4573749
717,Louisiana,2023-04-15,20.22,17.75,0.44,3.76,0.74,0.85,0.33,1.2,0.48,0.33,0.0,4.48,1.01,0.26,0.0,4573749
718,Louisiana,2023-04-22,19.61,17.03,0.46,3.65,0.52,0.66,0.24,0.72,0.35,0.46,0.31,4.81,0.98,0.37,0.26,4573749
719,Louisiana,2023-04-29,19.24,16.81,0.39,3.94,0.46,0.7,0.33,0.7,0.48,0.33,0.31,4.68,0.96,0.0,0.0,4573749
720,Louisiana,2023-05-06,21.14,18.72,0.5,4.35,0.63,0.77,0.0,1.18,0.61,0.44,0.24,5.29,0.96,0.28,0.0,4573749
721,Louisiana,2023-05-13,19.68,16.86,0.48,3.85,0.63,0.85,0.0,1.05,0.22,0.55,0.0,4.39,0.9,0.0,0.0,4573749
722,Louisiana,2023-05-20,19.48,17.1,0.37,3.63,0.72,0.61,0.0,1.03,0.35,0.52,0.35,4.42,0.85,0.0,0.0,4573749
723,Louisiana,2023-05-27,19.59,17.43,0.35,4.02,0.83,0.68,0.24,0.72,0.5,0.5,0.0,4.44,0.94,0.0,0.0,4573749
724,Louisiana,2023-06-03,20.77,17.88,0.26,3.83,0.55,1.05,0.39,1.03,0.46,0.57,0.0,4.79,1.07,0.0,0.0,4573749
725,Louisiana,2023-06-10,18.89,16.64,0.31,3.56,0.42,0.92,0.0,0.94,0.42,0.42,0.31,4.31,0.87,0.0,0.0,4573749
726,Louisiana,2023-06-17,18.63,16.73,0.24,3.89,0.68,0.81,0.0,0.7,0.37,0.42,0.0,4.66,0.87,0.0,0.0,4573749
727,Louisiana,2023-06-24,18.04,15.92,0.37,3.32,1.12,0.46,0.0,0.72,0.35,0.37,0.0,4.72,0.81,0.0,0.0,4573749
728,Louisiana,2023-07-01,19.66,17.38,0.0,3.56,0.85,0.81,0.0,0.77,0.48,0.44,0.35,5.23,1.05,0.0,0.0,4573749
729,Louisiana,2023-07-08,18.69,16.64,0.22,3.67,0.48,0.59,0.0,0.77,0.44,0.44,0.22,4.88,1.2,0.0,0.0,4573749
730,Louisiana,2023-07-15,17.97,16.2,0.48,3.69,0.81,0.7,0.0,0.74,0.22,0.31,0.0,4.85,0.85,0.0,0.0,4573749
731,Louisiana,2023-07-22,18.63,16.79,0.55,3.54,0.55,0.59,0.24,0.87,0.31,0.52,0.22,4.5,1.2,0.26,0.0,4573749
732,Louisiana,2023-07-29,16.7,15.44,0.46,3.72,0.57,0.72,0.0,0.48,0.33,0.44,0.26,3.98,1.16,0.0,0.0,4573749
733,Louisiana,2023-08-05,16.44,15.3,0.44,3.04,0.57,0.83,0.0,0.94,0.35,0.35,0.0,3.85,0.92,0.0,0.0,4573749
734,Louisiana,2023-08-12,18.06,17.19,0.44,4.11,0.74,0.85,0.0,0.81,0.46,0.39,0.0,4.35,1.09,0.31,0.0,4573749
735,Louisiana,2023-08-19,15.72,15.04,0.35,3.54,0.35,0.87,0.0,0.98,0.37,0.31,0.0,3.94,0.81,0.46,0.37,4573749
736,Louisiana,2023-08-26,15.81,15.52,0.26,3.8,0.5,0.83,0.0,0.74,0.42,0.0,0.22,3.94,0.85,0.42,0.33,4573749
737,Louisiana,2023-09-02,13.47,13.23,0.26,2.93,0.33,0.85,0.0,0.44,0.31,0.39,0.31,3.69,0.81,0.26,0.0,4573749
738,Louisiana,2023-09-09,11.98,11.87,0.24,2.73,0.59,0.81,0.0,0.59,0.33,0.44,0.0,3.06,0.59,0.0,0.0,4573749
739,Louisiana,2023-09-16,8.88,8.88,0.0,2.45,0.0,0.57,0.0,0.61,0.28,0.0,0.0,2.1,0.44,0.0,0.0,4573749
740,Maine,2023-01-07,26.44,23.57,0.0,4.87,0.86,0.0,0.79,1.29,0.0,0.0,0.0,4.94,0.72,0.86,0.79,1395722
741,Maine,2023-01-14,25.58,23.21,0.0,4.94,0.0,1.07,0.86,1.29,0.0,0.0,0.0,5.95,1.0,1.0,0.79,1395722
742,Maine,2023-01-21,24.86,22.64,0.0,4.8,1.0,1.29,1.07,1.15,0.0,0.0,0.0,4.08,1.29,0.79,0.0,1395722
743,Maine,2023-01-28,25.22,23.5,0.0,5.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.37,1.0,1.5,0.72,1395722
744,Maine,2023-02-04,24.43,22.35,0.0,4.66,1.15,0.0,0.0,1.43,0.0,0.0,0.0,5.02,1.22,1.29,0.72,1395722
745,Maine,2023-02-11,25.29,22.57,0.0,5.09,1.0,0.93,0.0,1.15,0.0,0.0,0.0,6.09,1.07,0.93,0.79,1395722
746,Maine,2023-02-18,22.93,20.49,0.0,4.08,0.79,0.79,0.0,1.22,0.79,0.0,0.0,5.52,0.86,0.79,0.0,1395722
747,Maine,2023-02-25,23.21,21.35,0.0,3.94,0.79,0.72,0.0,1.58,0.0,0.0,0.0,5.16,1.29,0.72,0.0,1395722
748,Maine,2023-03-04,22.93,20.56,0.0,5.02,0.79,0.0,0.0,1.15,0.0,0.0,0.0,5.09,0.79,0.93,0.79,1395722
749,Maine,2023-03-11,23.43,21.06,0.0,4.3,1.15,0.93,0.0,0.93,0.0,0.0,0.0,5.16,1.29,1.07,0.79,1395722
750,Maine,2023-03-18,22.64,21.21,0.0,4.66,0.0,0.0,0.0,1.72,0.0,0.0,0.0,4.08,0.93,1.07,0.0,1395722
751,Maine,2023-03-25,23.93,22.14,0.0,4.01,0.0,1.15,0.0,1.65,0.0,0.0,0.0,5.3,0.86,1.29,0.93,1395722
752,Maine,2023-04-01,21.49,19.99,0.0,4.08,0.79,1.29,0.0,1.0,0.0,0.0,0.0,4.59,0.0,0.0,0.0,1395722
753,Maine,2023-04-08,23.21,21.14,0.0,4.51,0.79,1.15,0.0,1.79,0.0,0.0,0.0,4.94,0.79,0.0,0.0,1395722
754,Maine,2023-04-15,21.28,19.2,0.0,4.66,0.72,0.93,0.0,1.43,0.72,0.0,0.0,3.8,0.0,0.72,0.0,1395722
755,Maine,2023-04-22,23.43,20.85,0.0,5.02,0.72,0.93,0.0,1.36,0.0,0.0,0.0,5.09,0.93,0.0,0.0,1395722
756,Maine,2023-04-29,21.71,19.92,0.0,4.8,0.86,0.72,0.0,1.07,0.0,0.0,0.0,4.59,0.93,0.0,0.0,1395722
757,Maine,2023-05-06,23.29,21.35,0.0,5.45,0.0,1.15,0.0,1.0,0.0,0.0,0.0,4.73,1.15,0.0,0.0,1395722
758,Maine,2023-05-13,21.57,19.7,0.0,4.3,0.79,1.5,0.0,1.5,0.79,0.0,0.0,4.59,0.79,0.0,0.0,1395722
759,Maine,2023-05-20,22.21,20.35,0.0,3.58,0.72,0.0,0.0,1.07,0.0,0.0,0.0,6.09,0.79,0.0,0.0,1395722
760,Maine,2023-05-27,20.85,19.13,0.0,4.51,0.0,0.93,0.0,1.15,0.0,0.0,0.0,4.37,0.93,0.0,0.0,1395722
761,Maine,2023-06-03,20.2,17.98,0.0,4.37,1.07,0.0,0.0,1.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,1395722
762,Maine,2023-06-10,21.92,19.77,0.0,4.73,0.86,0.0,0.0,1.36,0.0,0.0,0.0,3.87,0.86,0.0,0.0,1395722
763,Maine,2023-06-17,20.2,17.98,0.0,4.23,0.86,0.0,0.0,1.07,0.0,0.0,0.0,3.73,0.72,0.0,0.0,1395722
764,Maine,2023-06-24,22.57,20.49,0.0,5.66,0.0,0.0,0.0,0.86,0.0,0.0,0.0,4.37,0.93,0.0,0.0,1395722
765,Maine,2023-07-01,20.56,18.84,0.0,5.16,0.0,0.0,0.0,0.93,0.0,0.0,0.0,3.94,0.0,0.0,0.0,1395722
766,Maine,2023-07-08,23.72,20.49,0.0,5.16,0.86,0.86,0.0,1.86,0.0,0.0,0.0,4.87,1.0,0.0,0.0,1395722
767,Maine,2023-07-15,22.86,20.28,0.0,4.16,0.72,0.72,0.0,1.36,0.0,0.0,0.0,4.59,0.79,0.0,0.0,1395722
768,Maine,2023-07-22,20.42,18.63,0.0,4.59,0.0,0.72,0.0,1.15,0.0,0.0,0.0,4.51,0.0,0.0,0.0,1395722
769,Maine,2023-07-29,20.56,18.56,0.0,4.08,0.0,0.0,0.0,1.79,0.0,0.0,0.0,5.02,0.0,0.0,0.0,1395722
770,Maine,2023-08-05,20.49,18.49,0.0,3.87,0.79,0.0,0.0,0.0,0.0,0.0,0.72,4.51,0.72,0.0,0.0,1395722
771,Maine,2023-08-12,24.72,23.29,0.0,4.87,0.93,0.93,0.0,1.29,0.0,0.0,1.15,5.73,1.15,0.0,0.0,1395722
772,Maine,2023-08-19,23.29,22.0,0.0,5.23,0.79,0.0,0.0,1.29,0.0,0.0,1.36,4.8,1.5,0.0,0.0,1395722
773,Maine,2023-08-26,19.85,18.2,0.0,4.23,0.72,0.0,0.0,0.79,0.0,0.0,1.07,3.37,0.0,0.0,0.0,1395722
774,Maine,2023-09-02,19.49,18.99,0.0,5.45,0.79,0.0,0.0,1.07,0.0,0.0,1.65,3.73,0.0,0.0,0.0,1395722
775,Maine,2023-09-09,21.14,19.99,0.0,5.73,1.0,0.0,0.0,0.86,0.0,0.0,2.08,3.22,0.0,0.86,0.0,1395722
776,Maine,2023-09-16,17.12,16.98,0.0,4.01,0.0,0.0,0.0,1.36,0.0,0.0,1.36,3.3,0.72,0.0,0.0,1395722
777,Maryland,2023-01-07,19.0,17.04,0.31,3.25,0.58,0.49,0.52,0.71,0.0,0.47,0.0,4.35,1.08,1.17,0.65,6180253
778,Maryland,2023-01-14,17.93,16.33,0.26,3.19,0.65,0.37,0.26,0.66,0.31,0.26,0.16,3.98,1.05,1.38,0.92,6180253
779,Maryland,2023-01-21,17.88,16.12,0.32,3.64,0.6,0.44,0.28,0.49,0.28,0.29,0.0,3.75,0.95,1.0,0.55,6180253
780,Maryland,2023-01-28,16.84,15.32,0.28,3.48,0.58,0.4,0.24,0.61,0.24,0.0,0.0,3.79,0.91,0.94,0.66,6180253
781,Maryland,2023-02-04,17.75,16.21,0.28,3.64,0.55,0.34,0.28,0.52,0.29,0.29,0.0,3.79,1.15,1.07,0.6,6180253
782,Maryland,2023-02-11,17.85,16.08,0.36,3.59,0.7,0.61,0.18,0.52,0.16,0.21,0.0,3.67,1.21,0.94,0.58,6180253
783,Maryland,2023-02-18,17.39,15.68,0.23,3.4,0.76,0.4,0.31,0.74,0.36,0.21,0.0,3.87,0.89,0.7,0.47,6180253
784,Maryland,2023-02-25,16.91,14.9,0.34,3.22,0.42,0.42,0.24,0.73,0.0,0.21,0.0,3.4,0.94,0.73,0.55,6180253
785,Maryland,2023-03-04,16.5,14.56,0.24,2.96,0.6,0.47,0.0,0.66,0.29,0.18,0.0,3.58,0.97,0.84,0.49,6180253
786,Maryland,2023-03-11,16.47,14.76,0.42,3.06,0.58,0.39,0.0,0.58,0.24,0.24,0.0,3.79,0.95,0.7,0.45,6180253
787,Maryland,2023-03-18,16.76,14.81,0.24,3.53,0.5,0.23,0.0,0.84,0.19,0.19,0.0,4.17,0.73,0.49,0.21,6180253
788,Maryland,2023-03-25,17.01,15.39,0.37,3.48,0.66,0.34,0.16,0.63,0.31,0.44,0.0,3.41,1.05,0.39,0.0,6180253
789,Maryland,2023-04-01,16.05,14.34,0.19,2.78,0.7,0.28,0.29,0.7,0.0,0.0,0.0,3.58,0.87,0.5,0.26,6180253
790,Maryland,2023-04-08,16.67,15.05,0.28,3.32,0.53,0.42,0.21,0.76,0.19,0.16,0.0,4.14,1.05,0.32,0.18,6180253
791,Maryland,2023-04-15,14.5,12.93,0.16,3.14,0.6,0.24,0.0,0.68,0.16,0.24,0.0,3.19,0.66,0.34,0.19,6180253
792,Maryland,2023-04-22,15.73,13.79,0.37,3.04,0.61,0.31,0.0,0.65,0.18,0.31,0.0,3.38,1.0,0.21,0.0,6180253
793,Maryland,2023-04-29,14.37,12.82,0.34,3.14,0.5,0.24,0.18,0.52,0.0,0.18,0.0,3.17,0.81,0.29,0.0,6180253
794,Maryland,2023-05-06,16.23,14.35,0.29,3.72,0.66,0.39,0.23,0.6,0.16,0.26,0.0,3.25,0.91,0.21,0.0,6180253
795,Maryland,2023-05-13,15.82,14.0,0.29,3.41,0.47,0.37,0.18,0.66,0.0,0.21,0.19,3.28,0.92,0.16,0.0,6180253
796,Maryland,2023-05-20,15.84,13.93,0.26,3.75,0.52,0.34,0.0,0.5,0.18,0.34,0.0,3.16,0.83,0.0,0.0,6180253
797,Maryland,2023-05-27,14.84,13.24,0.32,3.54,0.49,0.34,0.19,0.53,0.26,0.21,0.0,2.98,0.89,0.18,0.0,6180253
798,Maryland,2023-06-03,14.09,12.52,0.26,2.77,0.47,0.34,0.0,0.4,0.16,0.0,0.0,3.51,0.99,0.0,0.0,6180253
799,Maryland,2023-06-10,15.11,13.17,0.32,3.03,0.39,0.28,0.21,0.53,0.23,0.21,0.19,3.2,1.07,0.16,0.0,6180253
800,Maryland,2023-06-17,15.18,13.37,0.36,3.37,0.39,0.39,0.16,0.5,0.18,0.16,0.0,3.11,1.02,0.21,0.0,6180253
801,Maryland,2023-06-24,14.85,13.3,0.26,3.4,0.39,0.28,0.0,0.52,0.24,0.21,0.21,3.53,0.92,0.16,0.0,6180253
802,Maryland,2023-07-01,15.42,13.66,0.21,3.35,0.52,0.24,0.0,0.39,0.0,0.0,0.23,3.4,0.99,0.0,0.0,6180253
803,Maryland,2023-07-08,14.9,12.94,0.34,2.9,0.45,0.32,0.0,0.52,0.19,0.19,0.23,3.01,0.95,0.18,0.16,6180253
804,Maryland,2023-07-15,14.97,13.61,0.29,3.25,0.57,0.28,0.19,0.63,0.19,0.19,0.18,3.16,1.04,0.0,0.0,6180253
805,Maryland,2023-07-22,13.8,12.31,0.28,2.9,0.32,0.32,0.0,0.47,0.0,0.0,0.18,3.41,0.92,0.0,0.0,6180253
806,Maryland,2023-07-29,14.64,13.03,0.21,2.93,0.55,0.31,0.34,0.5,0.19,0.0,0.18,3.35,0.95,0.16,0.0,6180253
807,Maryland,2023-08-05,14.97,13.53,0.18,3.82,0.53,0.28,0.0,0.53,0.19,0.0,0.45,2.86,0.89,0.0,0.0,6180253
808,Maryland,2023-08-12,15.92,14.58,0.39,3.61,0.65,0.42,0.0,0.57,0.0,0.24,0.36,3.33,1.02,0.24,0.0,6180253
809,Maryland,2023-08-19,15.74,14.29,0.28,3.45,0.5,0.32,0.0,0.57,0.0,0.26,0.39,3.53,0.87,0.44,0.28,6180253
810,Maryland,2023-08-26,15.74,14.72,0.29,3.71,0.66,0.44,0.19,0.37,0.23,0.23,0.7,2.96,1.08,0.28,0.19,6180253
811,Maryland,2023-09-02,15.21,14.42,0.34,3.59,0.44,0.36,0.18,0.57,0.0,0.0,1.1,3.03,0.94,0.29,0.21,6180253
812,Maryland,2023-09-09,13.7,13.2,0.34,2.94,0.42,0.42,0.18,0.36,0.21,0.24,0.86,2.98,0.84,0.23,0.19,6180253
813,Maryland,2023-09-16,11.49,11.39,0.23,2.83,0.32,0.32,0.16,0.44,0.0,0.29,0.63,2.44,0.7,0.37,0.26,6180253
814,Massachusetts,2023-01-07,19.65,18.12,0.33,3.58,0.36,0.59,0.6,0.91,0.37,0.43,0.27,3.71,0.81,1.39,1.06,7001399
815,Massachusetts,2023-01-14,19.55,18.0,0.36,3.68,0.41,0.63,0.47,0.74,0.31,0.39,0.29,3.64,0.66,1.59,1.21,7001399
816,Massachusetts,2023-01-21,19.14,17.61,0.27,3.49,0.4,0.59,0.39,0.79,0.49,0.44,0.27,3.37,0.63,1.54,1.07,7001399
817,Massachusetts,2023-01-28,18.38,16.88,0.4,3.39,0.37,0.49,0.43,0.84,0.31,0.53,0.27,3.44,0.67,0.99,0.59,7001399
818,Massachusetts,2023-02-04,17.5,15.87,0.27,3.56,0.46,0.44,0.27,0.64,0.24,0.39,0.29,3.14,0.87,0.99,0.59,7001399
819,Massachusetts,2023-02-11,18.65,17.11,0.2,3.84,0.36,0.66,0.33,0.7,0.37,0.37,0.27,3.63,0.73,0.89,0.63,7001399
820,Massachusetts,2023-02-18,17.81,16.47,0.3,3.6,0.47,0.41,0.34,0.57,0.33,0.31,0.24,3.78,0.57,0.71,0.53,7001399
821,Massachusetts,2023-02-25,17.61,16.1,0.27,3.63,0.46,0.59,0.2,0.71,0.34,0.33,0.27,3.53,0.57,0.83,0.47,7001399
822,Massachusetts,2023-03-04,17.75,16.37,0.26,3.63,0.37,0.49,0.33,0.89,0.2,0.36,0.21,3.31,0.73,0.59,0.47,7001399
823,Massachusetts,2023-03-11,17.51,16.17,0.4,3.44,0.3,0.64,0.26,0.74,0.46,0.41,0.23,3.51,0.67,0.47,0.3,7001399
824,Massachusetts,2023-03-18,17.05,15.47,0.33,3.21,0.51,0.44,0.27,0.87,0.21,0.47,0.21,3.21,0.5,0.4,0.27,7001399
825,Massachusetts,2023-03-25,16.64,15.33,0.27,3.73,0.43,0.46,0.26,0.7,0.26,0.37,0.3,3.04,0.8,0.53,0.29,7001399
826,Massachusetts,2023-04-01,16.57,15.2,0.29,3.03,0.41,0.39,0.26,0.73,0.31,0.39,0.26,3.37,0.6,0.3,0.2,7001399
827,Massachusetts,2023-04-08,16.18,14.75,0.44,3.34,0.51,0.5,0.26,0.63,0.39,0.29,0.23,3.09,0.61,0.33,0.27,7001399
828,Massachusetts,2023-04-15,17.5,16.0,0.21,3.36,0.47,0.47,0.29,0.76,0.41,0.4,0.33,3.84,0.36,0.3,0.21,7001399
829,Massachusetts,2023-04-22,16.28,14.94,0.3,3.21,0.44,0.57,0.19,0.84,0.3,0.47,0.14,3.2,0.57,0.21,0.0,7001399
830,Massachusetts,2023-04-29,15.47,14.43,0.23,3.21,0.61,0.43,0.29,0.6,0.31,0.29,0.14,3.17,0.76,0.17,0.0,7001399
831,Massachusetts,2023-05-06,16.44,14.77,0.34,3.7,0.46,0.4,0.23,0.53,0.34,0.36,0.3,2.91,0.73,0.19,0.14,7001399
832,Massachusetts,2023-05-13,15.97,14.41,0.31,3.46,0.6,0.3,0.27,0.61,0.36,0.34,0.4,2.77,0.67,0.17,0.0,7001399
833,Massachusetts,2023-05-20,16.2,14.77,0.29,3.33,0.3,0.37,0.17,0.79,0.31,0.33,0.23,2.96,0.61,0.2,0.0,7001399
834,Massachusetts,2023-05-27,15.27,13.78,0.17,3.3,0.34,0.46,0.29,0.66,0.33,0.31,0.36,2.91,0.59,0.17,0.16,7001399
835,Massachusetts,2023-06-03,15.58,13.8,0.2,3.31,0.36,0.33,0.21,0.49,0.16,0.27,0.26,3.09,0.7,0.16,0.0,7001399
836,Massachusetts,2023-06-10,15.93,14.48,0.23,3.49,0.37,0.34,0.19,0.64,0.31,0.37,0.37,3.37,0.77,0.14,0.0,7001399
837,Massachusetts,2023-06-17,16.47,15.35,0.23,4.0,0.33,0.46,0.31,0.7,0.3,0.26,0.6,3.23,0.51,0.0,0.0,7001399
838,Massachusetts,2023-06-24,15.75,14.67,0.27,3.39,0.43,0.5,0.21,0.61,0.31,0.37,0.6,2.91,0.73,0.16,0.0,7001399
839,Massachusetts,2023-07-01,15.91,14.68,0.27,3.74,0.27,0.39,0.0,0.57,0.36,0.33,0.74,2.83,0.59,0.0,0.0,7001399
840,Massachusetts,2023-07-08,16.0,15.05,0.23,3.8,0.34,0.23,0.26,0.59,0.24,0.36,1.11,3.0,0.84,0.0,0.0,7001399
841,Massachusetts,2023-07-15,15.51,14.83,0.23,3.76,0.33,0.34,0.14,0.67,0.2,0.36,1.31,2.86,0.6,0.0,0.0,7001399
842,Massachusetts,2023-07-22,15.44,14.67,0.17,3.64,0.37,0.31,0.0,0.6,0.31,0.27,1.43,2.53,0.67,0.0,0.0,7001399
843,Massachusetts,2023-07-29,15.31,14.73,0.29,3.47,0.27,0.31,0.0,0.49,0.3,0.37,1.71,2.8,0.57,0.0,0.0,7001399
844,Massachusetts,2023-08-05,15.35,14.8,0.24,3.4,0.3,0.49,0.24,0.7,0.21,0.31,1.74,2.53,0.7,0.0,0.0,7001399
845,Massachusetts,2023-08-12,15.93,15.4,0.29,3.27,0.21,0.37,0.2,0.71,0.27,0.31,1.97,2.96,0.69,0.31,0.26,7001399
846,Massachusetts,2023-08-19,16.14,15.64,0.4,3.43,0.3,0.23,0.19,0.81,0.26,0.3,1.91,2.76,0.84,0.23,0.16,7001399
847,Massachusetts,2023-08-26,16.1,15.61,0.24,3.9,0.36,0.51,0.14,0.67,0.31,0.33,1.81,2.49,0.54,0.37,0.23,7001399
848,Massachusetts,2023-09-02,16.07,15.6,0.33,3.63,0.39,0.41,0.0,0.54,0.2,0.36,2.06,3.11,0.57,0.39,0.27,7001399
849,Massachusetts,2023-09-09,15.45,15.24,0.19,3.24,0.24,0.4,0.23,0.57,0.19,0.36,1.93,2.73,0.56,0.41,0.36,7001399
850,Massachusetts,2023-09-16,12.43,12.4,0.26,2.73,0.27,0.26,0.0,0.46,0.29,0.26,1.37,2.21,0.53,0.41,0.31,7001399
851,Michigan,2023-01-07,22.64,20.84,0.32,4.2,0.69,0.89,0.72,1.18,0.25,0.5,0.24,5.47,1.29,1.16,0.8,10037261
852,Michigan,2023-01-14,21.56,19.82,0.32,3.98,0.69,0.87,0.58,1.28,0.31,0.35,0.15,5.19,1.04,1.09,0.68,10037261
853,Michigan,2023-01-21,21.09,19.41,0.19,4.28,0.63,1.02,0.51,0.94,0.34,0.39,0.28,5.15,1.16,0.87,0.56,10037261
854,Michigan,2023-01-28,19.51,18.01,0.22,3.68,0.52,0.86,0.39,1.08,0.34,0.3,0.17,5.18,0.97,0.94,0.55,10037261
855,Michigan,2023-02-04,20.29,18.49,0.24,3.59,0.76,0.71,0.28,1.04,0.26,0.41,0.16,5.3,1.07,0.79,0.42,10037261
856,Michigan,2023-02-11,20.7,19.17,0.21,4.01,0.76,0.96,0.26,1.06,0.27,0.41,0.21,5.31,1.14,0.7,0.45,10037261
857,Michigan,2023-02-18,19.87,18.45,0.23,3.96,0.71,0.64,0.3,1.03,0.33,0.44,0.12,5.11,1.17,0.69,0.37,10037261
858,Michigan,2023-02-25,20.21,18.66,0.26,4.0,0.63,0.82,0.34,1.02,0.33,0.26,0.21,5.23,1.25,0.69,0.45,10037261
859,Michigan,2023-03-04,20.01,18.34,0.21,4.07,0.75,0.61,0.25,0.93,0.29,0.37,0.26,5.19,0.94,0.8,0.45,10037261
860,Michigan,2023-03-11,19.78,18.24,0.22,3.97,0.5,0.83,0.23,1.07,0.28,0.34,0.24,4.83,1.18,0.76,0.42,10037261
